,unlevered_ret,static35_ret,static35_equity,static35_notional,dyn_leverage,dyn_ret,dyn_equity,dyn_peak_equity,dyn_target_notional,dyn_notional_held,dyn_notional_capped,static35_drawdown,dyn_drawdown
2026-04-01,-7.080792496638733e-05,-0.0024782773738235564,29275161.28241222,1027176272.59974,32.40453031243814,-0.0022944975509341433,27826383.84120601,30125820.243030824,903774607.2909247,903774607.2909245,False,-0.09319356027625914,-0.07632776081364145
2026-04-02,0.001789904334972503,0.0626466517240376,31109152.115436528,1024630644.8844277,32.479053420969215,0.0581343985139963,29444053.92863411,30125820.243030824,903774607.2909247,903774607.2909245,False,-0.03638517306577149,-0.022630630764466253
2026-04-03,0.0011016388561075896,0.038557359963765636,32308638.891718954,1088820324.0402784,30.69463904262215,0.03381440704354963,30439687.153189167,30439687.153189167,903774607.2909247,903774607.2909247,False,0.0,0.0
2026-04-06,-0.0030493875922413816,-0.10672856572844835,28860384.202167425,1130802361.2101634,30.0,-0.09148162776724145,27655015.023689836,30439687.153189167,913190614.595675,913190614.595675,False,-0.10672856572844835,-0.09148162776724134
2026-04-07,0.0017226128830274412,0.06029145090596044,30600418.63941956,1010113447.0758599,33.02079618519164,0.05688204891643451,29228088.941052094,30439687.153189167,913190614.595675,913190614.5956749,False,-0.05287193490336817,-0.0398032412764181
2026-04-08,0.00645477612606471,0.22591716441226484,37513578.44826544,1071014652.3796846,31.24359640609482,0.20167042017446202,35122529.918690614,35122529.918690614,913190614.595675,913190614.595675,False,0.0,0.0
2026-04-09,0.0006158372260298695,0.02155430291104543,38322157.48141662,1312975245.6892905,30.0,0.018475116780896084,35771422.76057894,35771422.76057894,1053675897.5607184,1053675897.5607184,False,0.0,0.0
2026-04-10,0.000519623386862289,0.018186818540180116,39019115.605599344,1341275511.8495817,30.0,0.015588701605868671,36329052.79601098,36329052.79601098,1073142682.8173681,1073142682.8173681,False,0.0,0.0
2026-04-13,0.0025430436719362515,0.0890065285177688,42492071.63148724,1365669046.195977,30.0,0.07629131015808754,39100643.83062099,39100643.83062099,1089871583.8803294,1089871583.8803294,False,0.0,0.0
2026-04-14,0.003857897111678721,0.13502639890875523,48229623.04605983,1487222507.1020534,30.0,0.11573691335036163,43626031.65758892,43626031.65758892,1173019314.9186296,1173019314.9186296,False,0.0,0.0
2026-04-15,-0.0017187470439299357,-0.06015614653754775,45328314.77465037,1688036806.6120942,30.0,-0.05156241131789807,41376568.26909268,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.06015614653754764,-0.05156241131789807
2026-04-16,-0.0002155861996406827,-0.007545516987423895,44986289.20550695,1586491017.112763,31.63096903580803,-0.0068192004053819625,41094413.157978766,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.06724775429937446,-0.05802999730711855
2026-04-17,-0.002876519245818554,-0.10067817360364939,40457151.77109095,1574520122.1927433,31.848147939145317,-0.09161181049062803,37329679.567526445,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.1611555468212158,-0.14432557468167517
2026-04-20,-0.003053843246963339,-0.10688451364371687,36132908.780627854,1416000311.9881833,35.060063865809134,-0.10706793927470461,33332867.70244634,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.2508150282219598,-0.23594087209057535
2026-04-21,0.0007939597937267617,0.02778859278043666,37136991.468705386,1264651807.321975,39.263976967442694,0.031174019053963126,34371987.155325636,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.2299962321239969,-0.2121220782787725
2026-04-22,0.0016414576564574013,0.057451017976009044,39270549.43314887,1299794701.4046886,38.07696493698018,0.06250172563046613,36520295.6658817,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.18575873181415803,-0.16287834858505057
2026-04-23,0.0006357874642834993,0.022252561249922476,40144419.73972812,1374469230.1602104,35.837085266272034,0.02278476956875465,37352402.1872116,43626031.65758892,1308780949.7276676,1308780949.7276676,False,-0.167639778121638,-0.1438047246565457
