,,,,,,
,Date,NAV,Daily ROI%,Daily P&L,Drawdown,Log Return
,2021-01-01,"$751,486.62",0.20%,"$1,486.62",0.00%,0.0020
,2021-01-04,"$749,852.08",-0.22%,"-$1,634.54",-0.22%,-0.0022
,2021-01-05,"$747,415.21",-0.32%,"-$2,436.87",-0.54%,-0.0033
,2021-01-06,"$749,146.03",0.23%,"$1,730.82",-0.31%,0.0023
,2021-01-07,"$751,119.53",0.26%,"$1,973.50",-0.05%,0.0026
,2021-01-08,"$750,256.82",-0.11%,-$862.71,-0.16%,-0.0011
,2021-01-11,"$748,316.56",-0.26%,"-$1,940.26",-0.42%,-0.0026
,2021-01-12,"$748,892.32",0.08%,$575.76,-0.35%,0.0008
,2021-01-13,"$750,535.60",0.22%,"$1,643.28",-0.13%,0.0022
,2021-01-14,"$753,296.84",0.37%,"$2,761.25",0.00%,0.0037
,2021-01-15,"$754,414.87",0.15%,"$1,118.03",0.00%,0.0015
,2021-01-18,"$754,386.96",0.00%,-$27.91,0.00%,0.0000
,2021-01-19,"$753,685.26",-0.09%,-$701.71,-0.10%,-0.0009
,2021-01-20,"$754,152.07",0.06%,$466.81,-0.03%,0.0006
,2021-01-21,"$754,217.77",0.01%,$65.70,-0.03%,0.0001
,2021-01-22,"$753,358.68",-0.11%,-$859.09,-0.14%,-0.0011
,2021-01-25,"$756,454.44",0.41%,"$3,095.76",0.00%,0.0041
,2021-01-26,"$759,221.36",0.37%,"$2,766.92",0.00%,0.0037
,2021-01-27,"$761,154.19",0.25%,"$1,932.83",0.00%,0.0025
,2021-01-28,"$760,410.04",-0.10%,-$744.15,-0.10%,-0.0010
,2021-01-29,"$761,979.84",0.21%,"$1,569.79",0.00%,0.0021
,2021-02-01,"$763,271.73",0.17%,"$1,291.89",0.00%,0.0017
,2021-02-02,"$764,308.13",0.14%,"$1,036.40",0.00%,0.0014
,2021-02-03,"$766,402.66",0.27%,"$2,094.53",0.00%,0.0027
,2021-02-04,"$767,696.46",0.17%,"$1,293.80",0.00%,0.0017
,2021-02-05,"$769,130.06",0.19%,"$1,433.60",0.00%,0.0019
,2021-02-08,"$770,430.49",0.17%,"$1,300.43",0.00%,0.0017
,2021-02-09,"$771,342.32",0.12%,$911.83,0.00%,0.0012
,2021-02-10,"$769,448.24",-0.25%,"-$1,894.08",-0.25%,-0.0025
,2021-02-11,"$770,019.95",0.07%,$571.70,-0.17%,0.0007
,2021-02-12,"$769,748.13",-0.04%,-$271.81,-0.21%,-0.0004
,2021-02-15,"$768,522.23",-0.16%,"-$1,225.90",-0.37%,-0.0016
,2021-02-16,"$771,197.23",0.35%,"$2,675.00",-0.02%,0.0035
,2021-02-17,"$773,943.87",0.36%,"$2,746.64",0.00%,0.0036
,2021-02-18,"$776,210.05",0.29%,"$2,266.19",0.00%,0.0029
,2021-02-19,"$777,014.93",0.10%,$804.88,0.00%,0.0010
,2021-02-22,"$779,278.67",0.29%,"$2,263.74",0.00%,0.0029
,2021-02-23,"$779,762.14",0.06%,$483.47,0.00%,0.0006
,2021-02-24,"$780,500.69",0.09%,$738.55,0.00%,0.0009
,2021-02-25,"$779,506.84",-0.13%,-$993.85,-0.13%,-0.0013
,2021-02-26,"$780,504.46",0.13%,$997.62,0.00%,0.0013
,2021-03-01,"$781,053.31",0.07%,$548.85,0.00%,0.0007
,2021-03-02,"$779,778.88",-0.16%,"-$1,274.43",-0.16%,-0.0016
,2021-03-03,"$780,178.17",0.05%,$399.29,-0.11%,0.0005
,2021-03-04,"$780,539.54",0.05%,$361.37,-0.07%,0.0005
,2021-03-05,"$783,411.13",0.37%,"$2,871.59",0.00%,0.0037
,2021-03-08,"$785,081.00",0.21%,"$1,669.88",0.00%,0.0021
,2021-03-09,"$785,567.25",0.06%,$486.25,0.00%,0.0006
,2021-03-10,"$786,373.19",0.10%,$805.94,0.00%,0.0010
,2021-03-11,"$786,904.38",0.07%,$531.19,0.00%,0.0007
,2021-03-12,"$787,102.82",0.03%,$198.43,0.00%,0.0003
,2021-03-15,"$786,115.45",-0.13%,-$987.37,-0.13%,-0.0013
,2021-03-16,"$786,383.52",0.03%,$268.07,-0.09%,0.0003
,2021-03-17,"$785,850.11",-0.07%,-$533.41,-0.16%,-0.0007
,2021-03-18,"$784,638.31",-0.15%,"-$1,211.80",-0.31%,-0.0015
,2021-03-19,"$785,796.03",0.15%,"$1,157.72",-0.17%,0.0015
,2021-03-22,"$786,793.99",0.13%,$997.96,-0.04%,0.0013
,2021-03-23,"$784,857.79",-0.25%,"-$1,936.19",-0.29%,-0.0025
,2021-03-24,"$785,163.57",0.04%,$305.78,-0.25%,0.0004
,2021-03-25,"$786,973.68",0.23%,"$1,810.11",-0.02%,0.0023
,2021-03-26,"$788,873.60",0.24%,"$1,899.92",0.00%,0.0024
,2021-03-29,"$790,732.99",0.24%,"$1,859.39",0.00%,0.0024
,2021-03-30,"$791,259.95",0.07%,$526.96,0.00%,0.0007
,2021-03-31,"$790,589.12",-0.08%,-$670.83,-0.08%,-0.0008
,2021-04-01,"$789,595.65",-0.13%,-$993.46,-0.21%,-0.0013
,2021-04-02,"$790,535.32",0.12%,$939.67,-0.09%,0.0012
,2021-04-05,"$791,523.07",0.12%,$987.75,0.00%,0.0012
,2021-04-06,"$793,743.26",0.28%,"$2,220.19",0.00%,0.0028
,2021-04-07,"$795,714.93",0.25%,"$1,971.68",0.00%,0.0025
,2021-04-08,"$796,011.93",0.04%,$297.00,0.00%,0.0004
,2021-04-09,"$794,792.79",-0.15%,"-$1,219.14",-0.15%,-0.0015
,2021-04-12,"$794,835.02",0.01%,$42.23,-0.15%,0.0001
,2021-04-13,"$795,607.50",0.10%,$772.48,-0.05%,0.0010
,2021-04-14,"$795,809.26",0.03%,$201.76,-0.03%,0.0003
,2021-04-15,"$795,498.76",-0.04%,-$310.50,-0.06%,-0.0004
,2021-04-16,"$796,320.47",0.10%,$821.71,0.00%,0.0010
,2021-04-19,"$796,110.63",-0.03%,-$209.84,-0.03%,-0.0003
,2021-04-20,"$795,731.59",-0.05%,-$379.04,-0.07%,-0.0005
,2021-04-21,"$796,633.37",0.11%,$901.78,0.00%,0.0011
,2021-04-22,"$796,562.59",-0.01%,-$70.78,-0.01%,-0.0001
,2021-04-23,"$797,373.42",0.10%,$810.83,0.00%,0.0010
,2021-04-26,"$798,224.82",0.11%,$851.40,0.00%,0.0011
,2021-04-27,"$797,145.56",-0.14%,"-$1,079.26",-0.14%,-0.0014
,2021-04-28,"$796,966.51",-0.02%,-$179.04,-0.16%,-0.0002
,2021-04-29,"$799,407.36",0.31%,"$2,440.84",0.00%,0.0031
,2021-04-30,"$798,295.48",-0.14%,"-$1,111.88",-0.14%,-0.0014
,2021-05-03,"$795,879.79",-0.30%,"-$2,415.69",-0.44%,-0.0030
,2021-05-04,"$793,818.79",-0.26%,"-$2,060.99",-0.70%,-0.0026
,2021-05-05,"$794,334.48",0.06%,$515.68,-0.63%,0.0006
,2021-05-06,"$794,852.96",0.07%,$518.48,-0.57%,0.0007
,2021-05-07,"$795,169.54",0.04%,$316.58,-0.53%,0.0004
,2021-05-10,"$797,300.33",0.27%,"$2,130.79",-0.26%,0.0027
,2021-05-11,"$794,128.03",-0.40%,"-$3,172.30",-0.66%,-0.0040
,2021-05-12,"$795,142.92",0.13%,"$1,014.89",-0.53%,0.0013
,2021-05-13,"$797,746.62",0.33%,"$2,603.69",-0.21%,0.0033
,2021-05-14,"$796,683.92",-0.13%,"-$1,062.70",-0.34%,-0.0013
,2021-05-17,"$796,643.41",-0.01%,-$40.51,-0.35%,-0.0001
,2021-05-18,"$796,093.77",-0.07%,-$549.64,-0.41%,-0.0007
,2021-05-19,"$795,351.61",-0.09%,-$742.16,-0.51%,-0.0009
,2021-05-20,"$795,384.12",0.00%,$32.51,-0.50%,0.0000
,2021-05-21,"$797,806.10",0.30%,"$2,421.97",-0.20%,0.0030
,2021-05-24,"$800,795.63",0.37%,"$2,989.54",0.00%,0.0037
,2021-05-25,"$800,815.09",0.00%,$19.46,0.00%,0.0000
,2021-05-26,"$803,908.74",0.39%,"$3,093.65",0.00%,0.0039
,2021-05-27,"$804,439.88",0.07%,$531.14,0.00%,0.0007
,2021-05-28,"$807,338.94",0.36%,"$2,899.06",0.00%,0.0036
,2021-05-31,"$807,694.12",0.04%,$355.18,0.00%,0.0004
,2021-06-01,"$808,359.87",0.08%,$665.75,0.00%,0.0008
,2021-06-02,"$809,350.78",0.12%,$990.90,0.00%,0.0012
,2021-06-03,"$814,243.40",0.60%,"$4,892.63",0.00%,0.0060
,2021-06-04,"$815,919.12",0.21%,"$1,675.72",0.00%,0.0021
,2021-06-07,"$815,419.96",-0.06%,-$499.16,-0.06%,-0.0006
,2021-06-08,"$817,262.52",0.23%,"$1,842.56",0.00%,0.0023
,2021-06-09,"$817,246.13",0.00%,-$16.39,0.00%,0.0000
,2021-06-10,"$817,050.66",-0.02%,-$195.47,-0.03%,-0.0002
,2021-06-11,"$818,812.38",0.22%,"$1,761.72",0.00%,0.0022
,2021-06-14,"$819,347.07",0.07%,$534.69,0.00%,0.0007
,2021-06-15,"$820,229.47",0.11%,$882.40,0.00%,0.0011
,2021-06-16,"$820,741.06",0.06%,$511.59,0.00%,0.0006
,2021-06-17,"$821,706.52",0.12%,$965.46,0.00%,0.0012
,2021-06-18,"$822,797.52",0.13%,"$1,091.00",0.00%,0.0013
,2021-06-21,"$820,560.95",-0.27%,"-$2,236.58",-0.27%,-0.0027
,2021-06-22,"$821,990.03",0.17%,"$1,429.09",-0.10%,0.0017
,2021-06-23,"$821,100.28",-0.11%,-$889.75,-0.21%,-0.0011
,2021-06-24,"$819,564.09",-0.19%,"-$1,536.19",-0.39%,-0.0019
,2021-06-25,"$819,973.63",0.05%,$409.54,-0.34%,0.0005
,2021-06-28,"$820,583.37",0.07%,$609.75,-0.27%,0.0007
,2021-06-29,"$820,100.70",-0.06%,-$482.68,-0.33%,-0.0006
,2021-06-30,"$821,760.02",0.20%,"$1,659.32",-0.13%,0.0020
,2021-07-01,"$820,363.53",-0.17%,"-$1,396.48",-0.30%,-0.0017
,2021-07-02,"$820,283.68",-0.01%,-$79.85,-0.31%,-0.0001
,2021-07-05,"$819,953.83",-0.04%,-$329.86,-0.35%,-0.0004
,2021-07-06,"$820,380.17",0.05%,$426.34,-0.29%,0.0005
,2021-07-07,"$821,264.09",0.11%,$883.92,-0.19%,0.0011
,2021-07-08,"$820,338.72",-0.11%,-$925.37,-0.30%,-0.0011
,2021-07-09,"$821,848.52",0.18%,"$1,509.80",-0.12%,0.0018
,2021-07-12,"$822,430.13",0.07%,$581.61,-0.04%,0.0007
,2021-07-13,"$820,257.97",-0.26%,"-$2,172.15",-0.31%,-0.0026
,2021-07-14,"$817,997.92",-0.28%,"-$2,260.06",-0.58%,-0.0028
,2021-07-15,"$818,471.26",0.06%,$473.34,-0.53%,0.0006
,2021-07-16,"$818,652.34",0.02%,$181.08,-0.50%,0.0002
,2021-07-19,"$818,998.30",0.04%,$345.96,-0.46%,0.0004
,2021-07-20,"$819,450.24",0.06%,$451.94,-0.41%,0.0006
,2021-07-21,"$820,258.34",0.10%,$808.10,-0.31%,0.0010
,2021-07-22,"$822,081.84",0.22%,"$1,823.50",-0.09%,0.0022
,2021-07-23,"$821,010.21",-0.13%,"-$1,071.63",-0.22%,-0.0013
,2021-07-26,"$819,854.37",-0.14%,"-$1,155.84",-0.36%,-0.0014
,2021-07-27,"$818,810.61",-0.13%,"-$1,043.76",-0.48%,-0.0013
,2021-07-28,"$819,706.94",0.11%,$896.33,-0.38%,0.0011
,2021-07-29,"$821,946.67",0.27%,"$2,239.73",-0.10%,0.0027
,2021-07-30,"$821,832.32",-0.01%,-$114.35,-0.12%,-0.0001
,2021-08-02,"$818,803.34",-0.37%,"-$3,028.98",-0.49%,-0.0037
,2021-08-03,"$816,904.39",-0.23%,"-$1,898.95",-0.72%,-0.0023
,2021-08-04,"$816,228.62",-0.08%,-$675.77,-0.80%,-0.0008
,2021-08-05,"$815,938.35",-0.04%,-$290.27,-0.83%,-0.0004
,2021-08-06,"$815,856.91",-0.01%,-$81.44,-0.84%,-0.0001
,2021-08-09,"$816,400.15",0.07%,$543.24,-0.78%,0.0007
,2021-08-10,"$816,453.82",0.01%,$53.67,-0.77%,0.0001
,2021-08-11,"$818,411.08",0.24%,"$1,957.26",-0.53%,0.0024
,2021-08-12,"$817,954.20",-0.06%,-$456.88,-0.59%,-0.0006
,2021-08-13,"$817,236.53",-0.09%,-$717.66,-0.68%,-0.0009
,2021-08-16,"$818,397.07",0.14%,"$1,160.53",-0.53%,0.0014
,2021-08-17,"$816,735.08",-0.20%,"-$1,661.99",-0.74%,-0.0020
,2021-08-18,"$817,770.13",0.13%,"$1,035.05",-0.61%,0.0013
,2021-08-19,"$818,404.25",0.08%,$634.13,-0.53%,0.0008
,2021-08-20,"$818,688.39",0.03%,$284.14,-0.50%,0.0003
,2021-08-23,"$821,406.83",0.33%,"$2,718.43",-0.17%,0.0033
,2021-08-24,"$821,023.99",-0.05%,-$382.84,-0.22%,-0.0005
,2021-08-25,"$824,414.03",0.41%,"$3,390.04",0.00%,0.0041
,2021-08-26,"$824,590.12",0.02%,$176.09,0.00%,0.0002
,2021-08-27,"$823,280.87",-0.16%,"-$1,309.26",-0.16%,-0.0016
,2021-08-30,"$823,873.24",0.07%,$592.38,-0.09%,0.0007
,2021-08-31,"$822,848.47",-0.12%,"-$1,024.77",-0.21%,-0.0012
,2021-09-01,"$822,282.36",-0.07%,-$566.12,-0.28%,-0.0007
,2021-09-02,"$823,334.78",0.13%,"$1,052.42",-0.15%,0.0013
,2021-09-03,"$824,612.16",0.16%,"$1,277.38",0.00%,0.0016
,2021-09-06,"$824,227.88",-0.05%,-$384.28,-0.05%,-0.0005
,2021-09-07,"$826,116.33",0.23%,"$1,888.46",0.00%,0.0023
,2021-09-08,"$828,249.83",0.26%,"$2,133.50",0.00%,0.0026
,2021-09-09,"$830,784.39",0.31%,"$2,534.56",0.00%,0.0031
,2021-09-10,"$832,036.09",0.15%,"$1,251.70",0.00%,0.0015
,2021-09-13,"$834,478.37",0.29%,"$2,442.28",0.00%,0.0029
,2021-09-14,"$832,290.34",-0.26%,"-$2,188.04",-0.26%,-0.0026
,2021-09-15,"$832,336.27",0.01%,$45.93,-0.26%,0.0001
,2021-09-16,"$831,599.30",-0.09%,-$736.97,-0.35%,-0.0009
,2021-09-17,"$832,267.90",0.08%,$668.60,-0.26%,0.0008
,2021-09-20,"$831,952.36",-0.04%,-$315.54,-0.30%,-0.0004
,2021-09-21,"$832,214.54",0.03%,$262.17,-0.27%,0.0003
,2021-09-22,"$835,396.86",0.38%,"$3,182.32",0.00%,0.0038
,2021-09-23,"$835,655.02",0.03%,$258.16,0.00%,0.0003
,2021-09-24,"$836,748.55",0.13%,"$1,093.53",0.00%,0.0013
,2021-09-27,"$836,917.47",0.02%,$168.93,0.00%,0.0002
,2021-09-28,"$837,527.97",0.07%,$610.49,0.00%,0.0007
,2021-09-29,"$838,038.92",0.06%,$510.95,0.00%,0.0006
,2021-09-30,"$839,185.13",0.14%,"$1,146.22",0.00%,0.0014
,2021-10-01,"$841,363.60",0.26%,"$2,178.46",0.00%,0.0026
,2021-10-04,"$844,242.53",0.34%,"$2,878.93",0.00%,0.0034
,2021-10-05,"$845,196.64",0.11%,$954.11,0.00%,0.0011
,2021-10-06,"$846,557.11",0.16%,"$1,360.47",0.00%,0.0016
,2021-10-07,"$845,395.91",-0.14%,"-$1,161.19",-0.14%,-0.0014
,2021-10-08,"$845,775.69",0.04%,$379.77,-0.09%,0.0004
,2021-10-11,"$847,645.25",0.22%,"$1,869.56",0.00%,0.0022
,2021-10-12,"$849,411.04",0.21%,"$1,765.78",0.00%,0.0021
,2021-10-13,"$850,228.38",0.10%,$817.34,0.00%,0.0010
,2021-10-14,"$852,029.29",0.21%,"$1,800.91",0.00%,0.0021
,2021-10-15,"$853,256.59",0.14%,"$1,227.30",0.00%,0.0014
,2021-10-18,"$855,522.74",0.27%,"$2,266.15",0.00%,0.0027
,2021-10-19,"$856,459.90",0.11%,$937.17,0.00%,0.0011
,2021-10-20,"$856,451.72",0.00%,-$8.18,0.00%,0.0000
,2021-10-21,"$857,458.10",0.12%,"$1,006.38",0.00%,0.0012
,2021-10-22,"$853,667.84",-0.44%,"-$3,790.26",-0.44%,-0.0044
,2021-10-25,"$854,739.75",0.13%,"$1,071.90",-0.32%,0.0013
,2021-10-26,"$849,910.50",-0.56%,"-$4,829.25",-0.88%,-0.0057
,2021-10-27,"$847,911.06",-0.24%,"-$1,999.44",-1.11%,-0.0024
,2021-10-28,"$849,075.78",0.14%,"$1,164.72",-0.98%,0.0014
,2021-10-29,"$850,279.58",0.14%,"$1,203.79",-0.84%,0.0014
,2021-11-01,"$849,096.43",-0.14%,"-$1,183.14",-0.98%,-0.0014
,2021-11-02,"$848,569.93",-0.06%,-$526.50,-1.04%,-0.0006
,2021-11-03,"$851,071.09",0.29%,"$2,501.15",-0.74%,0.0029
,2021-11-04,"$850,875.87",-0.02%,-$195.22,-0.77%,-0.0002
,2021-11-05,"$854,655.35",0.44%,"$3,779.48",-0.33%,0.0044
,2021-11-08,"$855,165.13",0.06%,$509.78,-0.27%,0.0006
,2021-11-09,"$856,275.75",0.13%,"$1,110.62",-0.14%,0.0013
,2021-11-10,"$859,160.94",0.34%,"$2,885.19",0.00%,0.0034
,2021-11-11,"$859,869.07",0.08%,$708.13,0.00%,0.0008
,2021-11-12,"$858,908.38",-0.11%,-$960.69,-0.11%,-0.0011
,2021-11-15,"$859,262.07",0.04%,$353.70,-0.07%,0.0004
,2021-11-16,"$859,725.01",0.05%,$462.93,-0.02%,0.0005
,2021-11-17,"$858,230.77",-0.17%,"-$1,494.24",-0.19%,-0.0017
,2021-11-18,"$858,369.39",0.02%,$138.62,-0.17%,0.0002
,2021-11-19,"$857,792.90",-0.07%,-$576.49,-0.24%,-0.0007
,2021-11-22,"$859,665.62",0.22%,"$1,872.72",-0.02%,0.0022
,2021-11-23,"$860,232.18",0.07%,$566.56,0.00%,0.0007
,2021-11-24,"$860,331.39",0.01%,$99.21,0.00%,0.0001
,2021-11-25,"$860,690.90",0.04%,$359.51,0.00%,0.0004
,2021-11-26,"$861,536.07",0.10%,$845.17,0.00%,0.0010
,2021-11-29,"$862,963.09",0.17%,"$1,427.01",0.00%,0.0017
,2021-11-30,"$862,002.83",-0.11%,-$960.26,-0.11%,-0.0011
,2021-12-01,"$860,981.81",-0.12%,"-$1,021.02",-0.23%,-0.0012
,2021-12-02,"$863,127.43",0.25%,"$2,145.63",0.00%,0.0025
,2021-12-03,"$863,035.45",-0.01%,-$91.99,-0.01%,-0.0001
,2021-12-06,"$861,458.44",-0.18%,"-$1,577.01",-0.19%,-0.0018
,2021-12-07,"$862,630.03",0.14%,"$1,171.59",-0.06%,0.0014
,2021-12-08,"$863,832.11",0.14%,"$1,202.08",0.00%,0.0014
,2021-12-09,"$862,085.14",-0.20%,"-$1,746.97",-0.20%,-0.0020
,2021-12-10,"$862,941.07",0.10%,$855.93,-0.10%,0.0010
,2021-12-13,"$864,545.98",0.19%,"$1,604.91",0.00%,0.0019
,2021-12-14,"$865,618.95",0.12%,"$1,072.97",0.00%,0.0012
,2021-12-15,"$867,075.22",0.17%,"$1,456.27",0.00%,0.0017
,2021-12-16,"$865,509.50",-0.18%,"-$1,565.72",-0.18%,-0.0018
,2021-12-17,"$866,519.40",0.12%,"$1,009.90",-0.06%,0.0012
,2021-12-20,"$866,589.91",0.01%,$70.51,-0.06%,0.0001
,2021-12-21,"$866,392.97",-0.02%,-$196.94,-0.08%,-0.0002
,2021-12-22,"$868,204.62",0.21%,"$1,811.64",0.00%,0.0021
,2021-12-23,"$870,925.36",0.31%,"$2,720.74",0.00%,0.0031
,2021-12-24,"$874,124.71",0.37%,"$3,199.35",0.00%,0.0037
,2021-12-27,"$876,617.73",0.29%,"$2,493.02",0.00%,0.0028
,2021-12-28,"$876,978.71",0.04%,$360.98,0.00%,0.0004
,2021-12-29,"$878,034.57",0.12%,"$1,055.85",0.00%,0.0012
,2021-12-30,"$879,714.53",0.19%,"$1,679.97",0.00%,0.0019
,2021-12-31,"$880,424.76",0.08%,$710.23,0.00%,0.0008
,2022-01-03,"$881,150.02",0.08%,$725.26,0.00%,0.0008
,2022-01-04,"$882,921.87",0.20%,"$1,771.86",0.00%,0.0020
,2022-01-05,"$883,361.75",0.05%,$439.88,0.00%,0.0005
,2022-01-06,"$882,788.00",-0.06%,-$573.75,-0.06%,-0.0006
,2022-01-07,"$882,690.69",-0.01%,-$97.31,-0.08%,-0.0001
,2022-01-10,"$884,178.60",0.17%,"$1,487.90",0.00%,0.0017
,2022-01-11,"$884,713.42",0.06%,$534.83,0.00%,0.0006
,2022-01-12,"$885,759.63",0.12%,"$1,046.21",0.00%,0.0012
,2022-01-13,"$887,307.59",0.17%,"$1,547.96",0.00%,0.0017
,2022-01-14,"$887,270.02",0.00%,-$37.57,0.00%,0.0000
,2022-01-17,"$888,951.58",0.19%,"$1,681.56",0.00%,0.0019
,2022-01-18,"$890,061.63",0.12%,"$1,110.05",0.00%,0.0012
,2022-01-19,"$888,712.77",-0.15%,"-$1,348.86",-0.15%,-0.0015
,2022-01-20,"$891,441.49",0.31%,"$2,728.72",0.00%,0.0031
,2022-01-21,"$891,211.49",-0.03%,-$230.00,-0.03%,-0.0003
,2022-01-24,"$889,219.26",-0.22%,"-$1,992.23",-0.25%,-0.0022
,2022-01-25,"$888,160.74",-0.12%,"-$1,058.52",-0.37%,-0.0012
,2022-01-26,"$887,139.99",-0.11%,"-$1,020.75",-0.48%,-0.0011
,2022-01-27,"$887,751.34",0.07%,$611.36,-0.41%,0.0007
,2022-01-28,"$887,867.33",0.01%,$115.99,-0.40%,0.0001
,2022-01-31,"$887,887.55",0.00%,$20.21,-0.40%,0.0000
,2022-02-01,"$889,362.60",0.17%,"$1,475.05",-0.23%,0.0017
,2022-02-02,"$890,413.80",0.12%,"$1,051.20",-0.12%,0.0012
,2022-02-03,"$891,429.89",0.11%,"$1,016.09",0.00%,0.0011
,2022-02-04,"$892,590.35",0.13%,"$1,160.46",0.00%,0.0013
,2022-02-07,"$894,067.76",0.17%,"$1,477.41",0.00%,0.0017
,2022-02-08,"$891,375.58",-0.30%,"-$2,692.18",-0.30%,-0.0030
,2022-02-09,"$891,353.72",0.00%,-$21.86,-0.30%,0.0000
,2022-02-10,"$888,559.39",-0.31%,"-$2,794.33",-0.62%,-0.0031
,2022-02-11,"$889,147.20",0.07%,$587.81,-0.55%,0.0007
,2022-02-14,"$889,673.42",0.06%,$526.22,-0.49%,0.0006
,2022-02-15,"$891,800.41",0.24%,"$2,126.99",-0.25%,0.0024
,2022-02-16,"$894,149.56",0.26%,"$2,349.16",0.00%,0.0026
,2022-02-17,"$894,996.42",0.09%,$846.86,0.00%,0.0009
,2022-02-18,"$894,766.09",-0.03%,-$230.33,-0.03%,-0.0003
,2022-02-21,"$896,046.36",0.14%,"$1,280.27",0.00%,0.0014
,2022-02-22,"$895,773.46",-0.03%,-$272.90,-0.03%,-0.0003
,2022-02-23,"$896,308.57",0.06%,$535.11,0.00%,0.0006
,2022-02-24,"$898,360.23",0.23%,"$2,051.66",0.00%,0.0023
,2022-02-25,"$898,040.68",-0.04%,-$319.55,-0.04%,-0.0004
,2022-02-28,"$899,818.70",0.20%,"$1,778.02",0.00%,0.0020
,2022-03-01,"$901,402.51",0.18%,"$1,583.81",0.00%,0.0018
,2022-03-02,"$900,468.84",-0.10%,-$933.67,-0.10%,-0.0010
,2022-03-03,"$902,511.14",0.23%,"$2,042.30",0.00%,0.0023
,2022-03-04,"$904,132.41",0.18%,"$1,621.27",0.00%,0.0018
,2022-03-07,"$904,832.53",0.08%,$700.12,0.00%,0.0008
,2022-03-08,"$904,193.63",-0.07%,-$638.90,-0.07%,-0.0007
,2022-03-09,"$903,405.12",-0.09%,-$788.51,-0.16%,-0.0009
,2022-03-10,"$903,114.90",-0.03%,-$290.22,-0.19%,-0.0003
,2022-03-11,"$904,495.96",0.15%,"$1,381.06",-0.04%,0.0015
,2022-03-14,"$903,557.80",-0.10%,-$938.16,-0.14%,-0.0010
,2022-03-15,"$904,776.89",0.13%,"$1,219.10",-0.01%,0.0013
,2022-03-16,"$903,394.97",-0.15%,"-$1,381.92",-0.16%,-0.0015
,2022-03-17,"$903,620.99",0.03%,$226.02,-0.13%,0.0003
,2022-03-18,"$904,332.67",0.08%,$711.68,-0.06%,0.0008
,2022-03-21,"$908,662.85",0.48%,"$4,330.18",0.00%,0.0048
,2022-03-22,"$907,063.99",-0.18%,"-$1,598.86",-0.18%,-0.0018
,2022-03-23,"$909,895.22",0.31%,"$2,831.23",0.00%,0.0031
,2022-03-24,"$910,674.49",0.09%,$779.27,0.00%,0.0009
,2022-03-25,"$911,862.10",0.13%,"$1,187.61",0.00%,0.0013
,2022-03-28,"$912,593.86",0.08%,$731.76,0.00%,0.0008
,2022-03-29,"$913,836.42",0.14%,"$1,242.57",0.00%,0.0014
,2022-03-30,"$914,143.93",0.03%,$307.50,0.00%,0.0003
,2022-03-31,"$916,969.13",0.31%,"$2,825.20",0.00%,0.0031
,2022-04-01,"$916,802.08",-0.02%,-$167.05,-0.02%,-0.0002
,2022-04-04,"$919,130.09",0.25%,"$2,328.01",0.00%,0.0025
,2022-04-05,"$918,666.82",-0.05%,-$463.28,-0.05%,-0.0005
,2022-04-06,"$919,122.98",0.05%,$456.16,0.00%,0.0005
,2022-04-07,"$917,986.48",-0.12%,"-$1,136.50",-0.12%,-0.0012
,2022-04-08,"$919,252.58",0.14%,"$1,266.10",0.00%,0.0014
,2022-04-11,"$922,079.51",0.31%,"$2,826.94",0.00%,0.0031
,2022-04-12,"$922,510.35",0.05%,$430.84,0.00%,0.0005
,2022-04-13,"$922,752.51",0.03%,$242.15,0.00%,0.0003
,2022-04-14,"$921,544.09",-0.13%,"-$1,208.41",-0.13%,-0.0013
,2022-04-15,"$921,734.84",0.02%,$190.74,-0.11%,0.0002
,2022-04-18,"$919,772.75",-0.21%,"-$1,962.09",-0.32%,-0.0021
,2022-04-19,"$918,886.09",-0.10%,-$886.66,-0.42%,-0.0010
,2022-04-20,"$919,794.17",0.10%,$908.08,-0.32%,0.0010
,2022-04-21,"$922,424.07",0.29%,"$2,629.90",-0.04%,0.0029
,2022-04-22,"$927,416.17",0.54%,"$4,992.09",0.00%,0.0054
,2022-04-25,"$927,040.51",-0.04%,-$375.66,-0.04%,-0.0004
,2022-04-26,"$929,875.79",0.31%,"$2,835.28",0.00%,0.0031
,2022-04-27,"$930,821.76",0.10%,$945.97,0.00%,0.0010
,2022-04-28,"$931,138.87",0.03%,$317.11,0.00%,0.0003
,2022-04-29,"$932,387.33",0.13%,"$1,248.46",0.00%,0.0013
,2022-05-02,"$933,045.43",0.07%,$658.10,0.00%,0.0007
,2022-05-03,"$933,781.48",0.08%,$736.05,0.00%,0.0008
,2022-05-04,"$933,688.37",-0.01%,-$93.11,-0.01%,-0.0001
,2022-05-05,"$932,012.21",-0.18%,"-$1,676.16",-0.19%,-0.0018
,2022-05-06,"$930,106.75",-0.20%,"-$1,905.47",-0.39%,-0.0020
,2022-05-09,"$931,705.38",0.17%,"$1,598.64",-0.22%,0.0017
,2022-05-10,"$931,822.57",0.01%,$117.18,-0.21%,0.0001
,2022-05-11,"$931,429.95",-0.04%,-$392.61,-0.25%,-0.0004
,2022-05-12,"$932,002.16",0.06%,$572.21,-0.19%,0.0006
,2022-05-13,"$933,830.26",0.20%,"$1,828.10",0.00%,0.0020
,2022-05-16,"$934,678.85",0.09%,$848.59,0.00%,0.0009
